city,num_of_rooms,num_of_bathrooms,furnished,size_in_m2,floor,age,rental_type,rental_price
Muscat,Two,Two,Fully furnished,130,Ground floor,One to five years,Monthly,340
Ad Dakhiliyah,Two,Two,Not furnished,50,First floor,One to five years,Monthly,80
Muscat,Two,Three,Not furnished,140,Basement floor,Zero to eleven months,Monthly,400
Dhofar,Three,Four,Fully furnished,500,Ground floor,Zero to eleven months,Daily,25
Muscat,Two,Three,Not furnished,100,First floor,Six to nine years,Monthly,180
Dhofar,Four,Five or more,Fully furnished,280,Basement floor,Zero to eleven months,Daily,50
Muscat,Two,Two,Fully furnished,85,Fifth floor,Zero to eleven months,Monthly,300
Muscat,One,Two,Not furnished,85,Fourth floor,One to five years,Yearly,230
Muscat,Five,Four,Not furnished,250,First floor,One to five years,Monthly,350
Muscat,Two,Two,Fully furnished,100,Fifth floor,One to five years,Daily,18
Muscat,Three,Three,Not furnished,150,Fifth floor,One to five years,Yearly,425
Muscat,Three,Four,Partially furnished,125,Second floor,One to five years,Monthly,165
Muscat,Two,Three,Fully furnished,190,Second floor,One to five years,Monthly,305
Muscat,Two,Two,Not furnished,120,First floor,One to five years,Yearly,400
Dhofar,Two,Two,Fully furnished,80,First floor,ten to nineteen years,Daily,35
Muscat,Three,Two,Not furnished,200,First floor,One to five years,Monthly,150
Muscat,Two,Two,Partially furnished,120,First floor,One to five years,Monthly,150
Ash Sharqiyah,Two,One,Fully furnished,111,Ground floor,Zero to eleven months,Daily,25
Muscat,Three,Two,Not furnished,120,First floor,ten to nineteen years,Monthly,210
Dhofar,Three,Three,Fully furnished,222,Ground floor,Zero to eleven months,Daily,35
Muscat,Three,Three,Not furnished,108,Ground floor,One to five years,Monthly,180
Dhofar,Two,Two,Fully furnished,100,First floor,Six to nine years,Daily,23
Al Batinah,Two,Two,Fully furnished,150,Second floor,One to five years,Monthly,220
Dhofar,Two,Two,Fully furnished,250,First floor,Six to nine years,Monthly,120
Dhofar,Four,Three,Fully furnished,50,Second floor,One to five years,Daily,25
Dhofar,Two,Two,Not furnished,120,First floor,One to five years,Daily,90
Muscat,Three,Three,Not furnished,130,Second floor,One to five years,Monthly,240
Muscat,Six or more,Five or more,Not furnished,135,Second floor,Six to nine years,Yearly,650
Ad Dhahirah,Two,Two,Not furnished,400,First floor,One to five years,Monthly,50
Muscat,Studio,One,Fully furnished,603,First floor,One to five years,Monthly,150
Al Batinah,Three,Two,Not furnished,500,First floor,Zero to eleven months,Monthly,120
Muscat,One,One,Not furnished,90,Second floor,One to five years,Monthly,160
Muscat,Two,Two,Not furnished,110,Second floor,Six to nine years,Monthly,200
Muscat,Two,Two,Not furnished,120,Second floor,Six to nine years,Yearly,325
Muscat,One,One,Not furnished,50,Basement floor,Six to nine years,Monthly,120
Muscat,Three,Two,Not furnished,150,Second floor,Six to nine years,Yearly,350
Al Batinah,Two,Two,Not furnished,90,First floor,Six to nine years,Monthly,70
Dhofar,Three,Three,Fully furnished,175,First floor,One to five years,Daily,25
Dhofar,Two,Two,Fully furnished,80,Third floor,One to five years,Daily,22
Dhofar,Three,Three,Fully furnished,280,Ground floor,One to five years,Daily,45
Muscat,Two,Two,Not furnished,120,Second floor,Zero to eleven months,Monthly,230
Muscat,Two,Three,Not furnished,100,Ground floor,One to five years,Yearly,210
Muscat,Three,Two,Fully furnished,120,First floor,One to five years,Daily,15
Muscat,Two,Two,Partially furnished,156,Fourth floor,One to five years,Monthly,900
Muscat,Two,Three,Not furnished,102,First floor,Six to nine years,Yearly,200
Dhofar,Three,Three,Fully furnished,110,Ground floor,One to five years,Daily,30
Muscat,Two,Two,Not furnished,110,Fifth floor,One to five years,Yearly,260
Muscat,Two,Four,Not furnished,130,Fifth floor,Six to nine years,Yearly,300
Muscat,Two,Three,Partially furnished,170,Ground floor,One to five years,Yearly,600
Muscat,Two,Three,Not furnished,100,First floor,Six to nine years,Yearly,230
Muscat,Two,Three,Not furnished,140,First floor,Six to nine years,Yearly,325
Al Wusta,Three,Three,Not furnished,100,First floor,One to five years,Monthly,250
Muscat,Three,Two,Partially furnished,125,First floor,One to five years,Yearly,150
Dhofar,Two,Two,Fully furnished,250,Ground floor,Six to nine years,Daily,35
Dhofar,Three,Two,Fully furnished,150,Fourth floor,One to five years,Daily,10
Muscat,Two,Three,Not furnished,110,First floor,Zero to eleven months,Yearly,245
Dhofar,Two,Two,Fully furnished,350,Second floor,One to five years,Daily,10
Dhofar,Two,One,Fully furnished,200,Ground floor,Zero to eleven months,Daily,30
Ash Sharqiyah,Studio,One,Not furnished,100,Ground floor,Six to nine years,Monthly,40
Muscat,Three,Two,Not furnished,150,Second floor,ten to nineteen years,Monthly,250
Muscat,Three,Three,Not furnished,119,Ground floor,One to five years,Monthly,150
Al Batinah,Two,Two,Not furnished,96,First floor,One to five years,Monthly,100
Muscat,Two,Two,Not furnished,91,Sixth floor and up,One to five years,Monthly,170
Dhofar,Two,Two,Fully furnished,150,Ground floor,Zero to eleven months,Daily,15
Ash Sharqiyah,Two,Two,Fully furnished,200,First floor,Six to nine years,Daily,20
Dhofar,Two,Four,Fully furnished,190,First floor,One to five years,Daily,30
Muscat,Four,Three,Partially furnished,130,Second floor,ten to nineteen years,Monthly,225
Muscat,Two,Two,Not furnished,110,Second floor,Six to nine years,Yearly,250
Muscat,Studio,Two,Fully furnished,90,First floor,Zero to eleven months,Daily,12
Dhofar,Two,Two,Fully furnished,80,Ground floor,One to five years,Daily,25
Muscat,Two,Two,Fully furnished,100,Fifth floor,Zero to eleven months,Daily,15
Dhofar,Two,One,Fully furnished,300,Ground floor,Six to nine years,Daily,20
Dhofar,Two,One,Fully furnished,93,Third floor,Six to nine years,Yearly,100
Muscat,Two,Three,Fully furnished,105,Fourth floor,Zero to eleven months,Monthly,270
Muscat,Two,Two,Not furnished,110,Fourth floor,Zero to eleven months,Yearly,180
Muscat,Two,Three,Partially furnished,130,First floor,One to five years,Monthly,280
Dhofar,Two,Two,Fully furnished,90,Third floor,Six to nine years,Daily,25
Al Batinah,Two,Two,Partially furnished,150,Basement floor,ten to nineteen years,Monthly,100
Al Batinah,Two,Three,Partially furnished,200,Ground floor,Zero to eleven months,Daily,30
Muscat,One,One,Not furnished,100,First floor,Six to nine years,Yearly,170
Muscat,Three,Three,Not furnished,150,First floor,Six to nine years,Yearly,450
Muscat,Two,Two,Not furnished,105,Third floor,Zero to eleven months,Yearly,220
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,270
Dhofar,Four,Five or more,Fully furnished,600,First floor,One to five years,Daily,50
Muscat,Three,Two,Partially furnished,90,First floor,Twenty years or more,Monthly,220
Al Batinah,Three,Two,Not furnished,140,Ground floor,One to five years,Monthly,100
Muscat,Two,Two,Not furnished,98,Fourth floor,Zero to eleven months,Monthly,250
Al Batinah,Three,Three,Fully furnished,145,Ground floor,Zero to eleven months,Monthly,200
Dhofar,Two,Two,Fully furnished,150,Ground floor,One to five years,Yearly,200
Dhofar,Two,Two,Fully furnished,80,First floor,One to five years,Daily,40
Muscat,One,One,Not furnished,110,First floor,ten to nineteen years,Yearly,180
Muscat,Two,Two,Not furnished,140,Ground floor,Six to nine years,Yearly,300
Muscat,Three,Three,Not furnished,140,First floor,Six to nine years,Yearly,325
Muscat,One,Two,Not furnished,60,Fifth floor,Six to nine years,Yearly,220
Muscat,Two,Three,Not furnished,110,Fifth floor,Six to nine years,Yearly,275
Muscat,Three,Three,Fully furnished,186,Second floor,One to five years,Monthly,600
Muscat,One,Two,Not furnished,70,Fourth floor,One to five years,Yearly,210
Dhofar,Two,One,Fully furnished,250,Third floor,Six to nine years,Daily,20
Dhofar,Two,Two,Fully furnished,470,First floor,Six to nine years,Daily,15
Muscat,One,Two,Not furnished,82,Sixth floor and up,One to five years,Yearly,170
Dhofar,Two,Two,Fully furnished,140,First floor,One to five years,Daily,20
Dhofar,Two,One,Fully furnished,111,Ground floor,One to five years,Daily,23
Dhofar,Three,Two,Fully furnished,150,Ground floor,One to five years,Daily,30
Dhofar,Two,Two,Fully furnished,70,Ground floor,Six to nine years,Daily,25
Dhofar,Two,Two,Fully furnished,93,Fourth floor,One to five years,Daily,25
Ad Dakhiliyah,Two,Two,Not furnished,90,Second floor,Zero to eleven months,Yearly,95
Muscat,Two,Two,Not furnished,175,Second floor,One to five years,Monthly,140
Muscat,Three,Three,Not furnished,90,First floor,One to five years,Yearly,210
Dhofar,Two,Two,Fully furnished,300,Third floor,One to five years,Daily,20
Dhofar,Studio,One,Fully furnished,80,Ground floor,One to five years,Daily,20
Dhofar,Three,Two,Fully furnished,100,First floor,One to five years,Daily,30
Dhofar,One,One,Fully furnished,100,Ground floor,ten to nineteen years,Daily,20
Al Batinah,Three,Two,Not furnished,160,First floor,One to five years,Monthly,170
Muscat,Three,Two,Not furnished,150,First floor,One to five years,Yearly,300
Muscat,Three,Three,Not furnished,150,Second floor,Six to nine years,Monthly,180
Muscat,Studio,One,Fully furnished,120,Second floor,One to five years,Monthly,150
Muscat,One,Two,Fully furnished,70,Basement floor,Zero to eleven months,Daily,25
Ad Dakhiliyah,Three,Two,Partially furnished,120,Ground floor,One to five years,Monthly,150
Muscat,Four,Three,Not furnished,120,Ground floor,One to five years,Monthly,300
Dhofar,One,One,Fully furnished,100,Ground floor,One to five years,Daily,12
Muscat,Four,Four,Partially furnished,400,Ground floor,One to five years,Monthly,350
Al Batinah,Three,Three,Not furnished,200,Second floor,One to five years,Yearly,120
Al Batinah,Two,Two,Not furnished,150,Second floor,One to five years,Yearly,100
Dhofar,Two,Two,Fully furnished,95,Ground floor,One to five years,Daily,20
Dhofar,Four,Two,Fully furnished,125,Second floor,Six to nine years,Monthly,120
Muscat,One,One,Not furnished,80,First floor,One to five years,Yearly,165
Muscat,Two,Two,Not furnished,100,Second floor,Zero to eleven months,Yearly,160
Dhofar,Two,Two,Fully furnished,200,Ground floor,One to five years,Daily,35
Al Batinah,Two,Two,Partially furnished,100,First floor,One to five years,Monthly,90
Dhofar,Two,Two,Fully furnished,180,Third floor,One to five years,Daily,30
Ad Dhahirah,Two,Two,Partially furnished,85,First floor,Zero to eleven months,Monthly,130
Al Batinah,Two,Two,Partially furnished,85,First floor,ten to nineteen years,Monthly,90
Muscat,Three,Two,Not furnished,120,Ground floor,Twenty years or more,Monthly,180
Al Batinah,Three,Three,Partially furnished,120,Ground floor,Zero to eleven months,Yearly,160
Muscat,One,One,Not furnished,80,First floor,One to five years,Yearly,170
Ad Dakhiliyah,Three,Two,Not furnished,100,First floor,One to five years,Monthly,100
Muscat,Three,Three,Not furnished,200,Fifth floor,One to five years,Yearly,550
Ad Dakhiliyah,Two,Three,Fully furnished,200,Ground floor,One to five years,Monthly,100
Muscat,Three,Three,Not furnished,150,Third floor,One to five years,Yearly,160
Muscat,Two,Three,Not furnished,115,Third floor,One to five years,Monthly,265
Muscat,Two,Two,Not furnished,112,Ground floor,Zero to eleven months,Monthly,250
Muscat,Two,Two,Not furnished,99,Second floor,Zero to eleven months,Yearly,270
Dhofar,Studio,One,Fully furnished,120,Ground floor,Zero to eleven months,Daily,10
Muscat,Two,Two,Partially furnished,120,First floor,One to five years,Yearly,700
Muscat,Three,Three,Fully furnished,150,First floor,One to five years,Yearly,650
Muscat,Studio,One,Not furnished,80,First floor,One to five years,Yearly,300
Muscat,Three,Four,Not furnished,150,Fourth floor,Six to nine years,Yearly,450
Dhofar,Four,One,Fully furnished,400,First floor,Zero to eleven months,Daily,100
Muscat,One,One,Not furnished,60,Fifth floor,One to five years,Yearly,145
Dhofar,Three,Three,Fully furnished,350,Ground floor,One to five years,Daily,30
Dhofar,Three,Two,Fully furnished,120,Ground floor,One to five years,Daily,25
Muscat,Two,Three,Fully furnished,93,Sixth floor and up,One to five years,Yearly,220
Muscat,One,Two,Fully furnished,175,First floor,Zero to eleven months,Daily,25
Muscat,Three,Two,Fully furnished,90,Fifth floor,ten to nineteen years,Monthly,330
Dhofar,Two,Two,Not furnished,100,First floor,One to five years,Monthly,120
Dhofar,One,One,Fully furnished,120,First floor,ten to nineteen years,Yearly,70
Muscat,Three,Two,Fully furnished,112,First floor,One to five years,Monthly,300
Dhofar,Three,Four,Fully furnished,300,Ground floor,One to five years,Daily,50
Al Batinah,Three,Three,Fully furnished,100,Ground floor,Six to nine years,Monthly,160
Muscat,One,One,Fully furnished,120,Second floor,One to five years,Monthly,150
Muscat,Four,Three,Not furnished,185,Ground floor,ten to nineteen years,Monthly,230
Muscat,Two,Two,Fully furnished,88,First floor,Zero to eleven months,Monthly,150
Muscat,Four,Four,Not furnished,400,First floor,One to five years,Yearly,250
Muscat,Two,Three,Not furnished,120,First floor,One to five years,Monthly,120
Al Batinah,Two,Two,Fully furnished,90,Ground floor,Zero to eleven months,Yearly,130
Dhofar,Two,Three,Fully furnished,600,Ground floor,One to five years,Yearly,200
Muscat,Two,Two,Not furnished,154,Third floor,Six to nine years,Monthly,220
Muscat,Two,Two,Fully furnished,80,First floor,Zero to eleven months,Yearly,170
Muscat,Two,Three,Not furnished,100,Sixth floor and up,Six to nine years,Monthly,150
Dhofar,Two,Two,Fully furnished,85,Third floor,One to five years,Daily,20
Muscat,Two,Two,Fully furnished,100,First floor,Zero to eleven months,Daily,25
Muscat,Two,Two,Not furnished,220,First floor,One to five years,Yearly,140
Muscat,One,Two,Not furnished,60,Fourth floor,One to five years,Yearly,200
Muscat,Two,Two,Not furnished,100,Third floor,One to five years,Yearly,325
Muscat,Two,Two,Not furnished,120,First floor,One to five years,Yearly,275
Muscat,Two,One,Fully furnished,108,Ground floor,One to five years,Yearly,130
Dhofar,Three,Two,Fully furnished,120,First floor,One to five years,Daily,35
Dhofar,Two,Two,Fully furnished,140,First floor,One to five years,Daily,28
Muscat,Two,Two,Not furnished,80,Second floor,Six to nine years,Monthly,180
Dhofar,One,One,Fully furnished,100,Ground floor,Twenty years or more,Daily,10
Muscat,Two,Two,Not furnished,90,First floor,Six to nine years,Monthly,220
Dhofar,Two,One,Fully furnished,200,Ground floor,One to five years,Daily,25
Muscat,Three,Three,Not furnished,100,First floor,One to five years,Monthly,250
Muscat,One,One,Fully furnished,90,First floor,Zero to eleven months,Monthly,230
Dhofar,One,One,Fully furnished,80,Ground floor,One to five years,Daily,14
Muscat,One,One,Not furnished,100,Third floor,One to five years,Monthly,100
Muscat,Three,Three,Not furnished,150,Third floor,Six to nine years,Yearly,325
Muscat,Two,Two,Not furnished,100,Third floor,Six to nine years,Yearly,275
Muscat,Two,Three,Not furnished,140,Second floor,One to five years,Yearly,400
Muscat,Two,Two,Not furnished,110,Second floor,One to five years,Yearly,260
Muscat,One,Two,Not furnished,60,Fifth floor,One to five years,Yearly,225
Muscat,Three,Two,Not furnished,169,Ground floor,One to five years,Yearly,575
Dhofar,Two,Two,Fully furnished,100,First floor,One to five years,Daily,22
Muscat,Studio,Two,Not furnished,68,Third floor,One to five years,Yearly,130
Dhofar,Two,Two,Fully furnished,450,Second floor,Six to nine years,Monthly,135
Muscat,Two,Three,Not furnished,120,Fifth floor,One to five years,Yearly,375
Muscat,Two,Two,Not furnished,110,First floor,Six to nine years,Yearly,200
Muscat,Two,Three,Not furnished,120,Sixth floor and up,One to five years,Yearly,300
Muscat,One,Two,Not furnished,70,Third floor,One to five years,Yearly,300
Muscat,Three,Two,Not furnished,120,Ground floor,ten to nineteen years,Monthly,130
Muscat,One,One,Fully furnished,90,First floor,Zero to eleven months,Monthly,230
